#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 394400      1.28e-01    2.56e-01      9.14e-04    2.67e-03      7.38e-02    1.47e-01    2.0e-07
 394600      6.47e-01    2.74e-01      6.84e-03    4.17e-03      3.70e-01    1.57e-01    2.0e-07
 394800      8.17e-02    3.61e-01      1.05e-02    6.70e-03      4.03e-02    2.06e-01    2.0e-07
 395000      4.17e-01    4.39e-01      2.74e-02    9.93e-03      2.17e-01    2.50e-01    1.9e-07
 395200      3.97e-01    2.96e-01      3.12e-02    5.48e-03      1.92e-01    1.73e-01    1.9e-07
 395400      2.74e-01    2.42e-01      3.92e-03    3.14e-03      1.61e-01    1.43e-01    1.9e-07
 395600      1.32e-01    3.06e-01      2.35e-02    1.48e-02      5.47e-02    1.52e-01    1.9e-07
 395800      1.44e-01    4.86e-01      3.07e-02    2.26e-04      4.45e-02    2.87e-01    1.9e-07
 396000      1.78e-01    1.28e-01      7.94e-03    1.12e-02      9.05e-02    5.77e-02    1.9e-07
 396200      1.58e-01    2.59e-01      3.59e-02    1.39e-03      3.86e-02    1.53e-01    1.9e-07
 396400      1.44e-01    3.57e-01      2.68e-02    9.87e-03      5.70e-02    2.00e-01    1.9e-07
 396600      2.91e-01    2.27e-01      1.03e-02    9.03e-03      1.66e-01    1.28e-01    1.9e-07
 396800      5.73e-01    4.69e-01      1.87e-02    2.52e-03      3.16e-01    2.77e-01    1.9e-07
 397000      1.37e-01    2.57e-01      2.71e-02    9.85e-03      4.96e-02    1.46e-01    1.9e-07
 397200      1.96e-01    3.50e-01      7.51e-03    1.40e-02      1.11e-01    1.98e-01    1.9e-07
 397400      2.05e-01    3.91e-01      1.33e-02    7.77e-03      1.07e-01    2.25e-01    1.9e-07
 397600      2.52e-01    3.02e-01      2.34e-02    9.26e-03      1.09e-01    1.74e-01    1.9e-07
 397800      2.91e-01    3.09e-01      7.17e-03    4.53e-03      1.69e-01    1.82e-01    1.9e-07
 398000      2.95e-01    3.54e-01      8.28e-03    2.93e-03      1.71e-01    2.09e-01    1.9e-07
 398200      1.34e-01    3.19e-01      4.15e-03    8.83e-04      7.87e-02    1.89e-01    1.9e-07
 398400      2.80e-01    2.58e-01      6.29e-03    2.72e-03      1.63e-01    1.52e-01    1.9e-07
 398600      2.35e-01    3.33e-01      5.04e-03    1.37e-02      1.37e-01    1.75e-01    1.9e-07
 398800      3.84e-01    2.88e-01      3.06e-02    6.36e-03      1.85e-01    1.68e-01    1.9e-07
 399000      2.32e-01    2.29e-01      5.81e-03    5.81e-03      1.35e-01    1.33e-01    1.9e-07
 399200      2.48e-01    3.53e-01      7.65e-03    7.08e-04      1.43e-01    2.09e-01    1.9e-07
 399400      3.02e-01    4.43e-01      1.30e-02    4.82e-03      1.70e-01    2.60e-01    1.9e-07
 399600      5.94e-01    5.33e-01      7.35e-02    8.05e-03      1.53e-01    3.10e-01    1.9e-07
 399800      2.26e-01    2.78e-01      1.50e-02    2.02e-03      8.79e-02    1.64e-01    1.9e-07
 400000      2.55e-01    2.55e-01      7.12e-03    5.74e-03      1.51e-01    1.53e-01    1.7e-07
 400200      2.50e-01    3.01e-01      1.35e-02    1.55e-04      1.39e-01    1.83e-01    1.7e-07
 400400      2.11e-01    1.99e-01      4.59e-03    1.56e-02      1.26e-01    9.88e-02    1.7e-07
 400600      1.79e-01    4.67e-01      3.63e-02    1.08e-02      6.32e-02    2.73e-01    1.7e-07
 400800      1.26e-01    2.87e-01      2.63e-02    1.55e-02      4.23e-02    1.39e-01    1.7e-07
 401000      2.73e-01    1.70e-01      3.38e-03    2.60e-03      1.65e-01    1.02e-01    1.7e-07
 401200      2.76e-01    3.29e-01      1.48e-02    5.02e-03      1.54e-01    1.98e-01    1.7e-07
 401400      3.86e-01    4.72e-01      2.99e-02    8.40e-03      1.93e-01    2.80e-01    1.7e-07
 401600      5.56e-01    2.31e-01      5.73e-02    1.33e-03      2.23e-01    1.40e-01    1.7e-07
 401800      2.83e-01    4.14e-01      2.64e-02    5.94e-03      1.25e-01    2.48e-01    1.7e-07
 402000      9.30e-02    2.26e-01      1.23e-02    2.81e-03      4.78e-02    1.36e-01    1.7e-07
 402200      3.32e-01    2.84e-01      4.33e-03    3.17e-03      2.00e-01    1.71e-01    1.7e-07
 402400      3.66e-01    3.04e-01      2.19e-02    3.68e-03      2.00e-01    1.83e-01    1.7e-07
 402600      2.54e-01    7.90e-01      1.21e-03    8.33e-02      1.54e-01    2.98e-01    1.7e-07
 402800      1.80e-01    3.06e-01      1.01e-02    1.14e-02      9.96e-02    1.78e-01    1.7e-07
 403000      2.43e-01    3.02e-01      3.95e-03    9.74e-03      1.47e-01    1.78e-01    1.7e-07
 403200      5.32e-01    3.40e-01      1.69e-02    2.78e-03      3.02e-01    2.06e-01    1.7e-07
 403400      1.58e-01    3.34e-01      2.86e-02    6.86e-05      6.61e-02    2.03e-01    1.7e-07
 403600      2.21e-01    3.98e-01      2.63e-03    3.64e-04      1.34e-01    2.41e-01    1.7e-07
 403800      3.91e-01    2.70e-01      3.25e-02    4.39e-04      1.89e-01    1.64e-01    1.7e-07
 404000      2.50e-01    2.94e-01      1.54e-02    1.13e-03      1.35e-01    1.78e-01    1.7e-07
 404200      5.37e-01    3.88e-01      5.74e-03    5.32e-03      3.23e-01    2.34e-01    1.7e-07
 404400      4.13e-01    2.54e-01      3.39e-02    2.21e-03      2.01e-01    1.54e-01    1.7e-07
 404600      6.83e-02    2.81e-01      6.06e-03    1.39e-03      3.87e-02    1.70e-01    1.7e-07
 404800      5.81e-01    2.60e-01      1.87e-02    3.29e-03      3.30e-01    1.57e-01    1.7e-07
 405000      2.06e-01    2.70e-01      2.65e-04    3.04e-03      1.28e-01    1.67e-01    1.6e-07
 405200      2.20e-01    1.71e-01      7.20e-03    1.16e-03      1.33e-01    1.06e-01    1.6e-07
 405400      3.54e-01    1.69e-01      2.45e-02    4.40e-03      1.90e-01    1.03e-01    1.6e-07
 405600      2.45e-01    2.54e-01      1.04e-02    5.95e-03      1.45e-01    1.56e-01    1.6e-07
 405800      2.07e-01    3.16e-01      6.06e-03    6.70e-03      1.25e-01    1.94e-01    1.6e-07
 406000      2.41e-01    2.85e-01      5.70e-02    5.94e-03      4.81e-02    1.75e-01    1.6e-07
 406200      2.88e-01    3.30e-01      1.17e-02    3.31e-03      1.71e-01    2.04e-01    1.6e-07
 406400      2.37e-01    4.10e-01      2.16e-02    3.04e-03      1.09e-01    2.54e-01    1.6e-07
 406600      2.48e-01    2.07e-01      8.97e-04    6.22e-04      1.54e-01    1.28e-01    1.6e-07
 406800      2.54e-01    2.97e-01      3.88e-03    5.04e-04      1.57e-01    1.84e-01    1.6e-07
 407000      4.06e-01    2.73e-01      2.93e-02    1.24e-02      2.15e-01    1.47e-01    1.6e-07
 407200      2.73e-01    3.40e-01      1.23e-02    9.71e-03      1.60e-01    2.06e-01    1.6e-07
 407400      2.95e-01    2.56e-01      2.99e-02    5.68e-03      1.22e-01    1.57e-01    1.6e-07
 407600      3.42e-01    2.27e-01      2.38e-02    1.20e-03      1.84e-01    1.41e-01    1.6e-07
 407800      2.77e-01    2.83e-01      1.89e-02    6.62e-03      1.49e-01    1.73e-01    1.6e-07
 408000      2.38e-01    3.33e-01      2.31e-03    7.82e-03      1.48e-01    2.00e-01    1.6e-07
 408200      3.05e-01    4.65e-01      1.01e-02    4.90e-03      1.84e-01    2.87e-01    1.6e-07
 408400      1.81e-01    2.55e-01      3.90e-02    1.27e-03      5.73e-02    1.58e-01    1.6e-07
 408600      2.12e-01    9.75e-01      4.05e-03    1.01e-01      1.31e-01    3.91e-01    1.6e-07
 408800      2.47e-01    3.28e-01      9.25e-03    9.97e-03      1.48e-01    1.99e-01    1.6e-07
 409000      2.59e-01    2.21e-01      1.31e-02    3.06e-03      1.49e-01    1.37e-01    1.6e-07
 409200      4.70e-01    4.16e-01      5.98e-03    9.14e-03      2.89e-01    2.55e-01    1.6e-07
 409400      1.29e-01    2.63e-01      1.60e-02    1.13e-03      6.94e-02    1.64e-01    1.6e-07
 409600      2.51e-01    3.16e-01      1.58e-02    8.49e-03      1.38e-01    1.92e-01    1.6e-07
 409800      6.44e-02    3.16e-01      8.48e-04    6.47e-03      3.99e-02    1.94e-01    1.6e-07
 410000      4.28e-01    2.82e-01      3.25e-02    1.00e-02      2.27e-01    1.73e-01    1.5e-07
 410200      2.52e-01    2.29e-01      1.19e-02    3.38e-03      1.51e-01    1.45e-01    1.5e-07
 410400      2.06e-01    2.89e-01      1.82e-03    4.18e-03      1.31e-01    1.83e-01    1.5e-07
 410600      4.01e-01    2.39e-01      3.49e-02    3.50e-03      1.98e-01    1.51e-01    1.5e-07
 410800      2.15e-01    7.18e-02      3.46e-03    3.20e-02      1.36e-01    3.55e-02    1.5e-07
 411000      3.11e-01    1.91e-01      1.56e-02    1.58e-02      1.84e-01    9.63e-02    1.5e-07
 411200      2.49e-01    3.55e-01      1.28e-02    2.46e-03      1.47e-01    2.26e-01    1.5e-07
 411400      3.89e-01    3.68e-01      2.68e-02    9.23e-03      2.15e-01    2.25e-01    1.5e-07
 411600      2.32e-01    2.54e-01      7.37e-03    2.58e-03      1.43e-01    1.61e-01    1.5e-07
 411800      1.64e-01    2.86e-01      6.73e-03    8.15e-04      9.27e-02    1.82e-01    1.5e-07
 412000      2.63e-01    3.26e-01      1.79e-04    2.50e-03      1.68e-01    2.07e-01    1.5e-07
 412200      9.91e-02    2.79e-01      1.94e-02    1.58e-03      3.91e-02    1.78e-01    1.5e-07
 412400      2.75e-01    2.37e-01      1.74e-02    1.75e-03      1.55e-01    1.51e-01    1.5e-07
 412600      2.19e-01    2.43e-01      7.17e-03    7.25e-03      1.35e-01    1.51e-01    1.5e-07
 412800      1.95e-01    2.83e-01      1.91e-03    7.90e-04      1.24e-01    1.80e-01    1.5e-07
 413000      3.45e-01    3.29e-01      1.96e-02    1.18e-02      2.00e-01    1.92e-01    1.5e-07
 413200      1.91e-01    2.41e-01      1.14e-02    3.43e-03      8.96e-02    1.53e-01    1.5e-07
 413400      3.67e-01    3.64e-01      2.62e-02    2.62e-03      1.99e-01    2.31e-01    1.5e-07
 413600      3.39e-01    1.02e+00      1.84e-02    1.22e-01      1.98e-01    2.96e-01    1.5e-07
 413800      3.07e-01    2.24e-01      2.27e-02    1.95e-03      1.65e-01    1.42e-01    1.5e-07
 414000      2.09e-01    2.62e-01      1.84e-02    1.62e-03      1.01e-01    1.66e-01    1.5e-07
 414200      2.57e-01    4.69e-01      2.47e-03    1.95e-02      1.63e-01    2.62e-01    1.5e-07
 414400      1.07e-01    2.93e-01      1.52e-02    5.80e-03      5.64e-02    1.84e-01    1.5e-07
 414600      2.17e-01    3.00e-01      2.01e-03    4.32e-04      1.38e-01    1.91e-01    1.5e-07
 414800      3.00e-01    3.16e-01      1.52e-02    6.49e-03      1.77e-01    1.99e-01    1.5e-07
 415000      7.80e-02    3.43e-01      1.30e-02    1.38e-02      3.78e-02    2.13e-01    1.4e-07
 415200      5.62e-01    3.58e-01      8.74e-03    2.94e-02      3.61e-01    1.86e-01    1.4e-07
 415400      9.19e-02    3.84e-01      1.38e-02    1.17e-02      4.78e-02    2.34e-01    1.4e-07
 415600      3.71e-01    3.29e-01      3.38e-02    2.16e-03      1.80e-01    2.14e-01    1.4e-07
 415800      2.57e-01    3.71e-01      9.46e-03    5.71e-03      1.61e-01    2.38e-01    1.4e-07
 416000      3.03e-01    2.43e-01      2.70e-02    2.44e-03      1.49e-01    1.58e-01    1.4e-07
 416200      9.50e-02    3.77e-01      1.34e-02    2.02e-04      5.10e-02    2.45e-01    1.4e-07
 416400      3.09e-01    3.19e-01      1.32e-02    1.33e-03      1.91e-01    2.08e-01    1.4e-07
 416600      3.27e-01    3.49e-01      2.97e-02    2.16e-03      1.60e-01    2.27e-01    1.4e-07
 416800      1.99e-01    3.22e-01      5.54e-03    8.86e-03      1.27e-01    2.05e-01    1.4e-07
 417000      1.85e-01    2.12e-01      1.07e-02    7.57e-04      9.13e-02    1.38e-01    1.4e-07
 417200      2.33e-01    3.42e-01      7.57e-03    2.09e-03      1.47e-01    2.22e-01    1.4e-07
 417400      9.99e-02    3.25e-01      1.07e-02    2.21e-03      5.88e-02    2.11e-01    1.4e-07
 417600      2.83e-01    3.13e-01      2.54e-02    7.68e-03      1.39e-01    1.96e-01    1.4e-07
 417800      2.22e-01    3.28e-01      2.17e-02    1.56e-03      1.00e-01    2.14e-01    1.4e-07
 418000      3.15e-01    1.95e-01      1.74e-02    3.30e-03      1.88e-01    1.26e-01    1.4e-07
 418200      3.25e-01    2.29e-01      2.44e-02    3.85e-03      1.78e-01    1.48e-01    1.4e-07
 418400      3.50e-01    2.38e-01      2.00e-02    1.60e-03      2.07e-01    1.55e-01    1.4e-07
 418600      3.68e-01    2.83e-01      2.78e-02    1.58e-02      2.00e-01    1.68e-01    1.4e-07
 418800      9.09e-02    3.42e-01      5.05e-03    1.54e-02      5.78e-02    2.10e-01    1.4e-07
 419000      1.88e-01    1.98e-01      1.15e-02    3.47e-03      8.90e-02    1.28e-01    1.4e-07
 419200      3.74e-01    2.65e-01      1.68e-02    3.00e-04      2.31e-01    1.73e-01    1.4e-07
 419400      6.14e-01    2.43e-01      4.44e-02    9.82e-04      3.40e-01    1.58e-01    1.4e-07
 419600      9.21e-02    2.32e-01      8.23e-03    2.54e-04      5.61e-02    1.51e-01    1.4e-07
 419800      2.19e-01    3.67e-01      6.74e-03    7.02e-03      1.39e-01    2.37e-01    1.4e-07
 420000      1.90e-01    1.83e-01      1.15e-02    2.34e-03      9.23e-02    1.21e-01    1.3e-07
 420200      1.52e-01    2.99e-01      5.32e-03    1.10e-02      9.78e-02    1.81e-01    1.3e-07
 420400      3.30e-01    3.63e-01      2.84e-02    1.85e-02      1.71e-01    1.96e-01    1.3e-07
 420600      3.09e-01    2.45e-01      2.74e-02    5.84e-04      1.57e-01    1.63e-01    1.3e-07
 420800      3.39e-01    1.70e-01      2.56e-02    2.41e-03      1.88e-01    1.13e-01    1.3e-07
 421000      9.90e-02    2.05e-01      2.09e-02    1.84e-02      3.52e-02    1.02e-01    1.3e-07
 421200      2.07e-01    2.27e-01      1.11e-02    3.47e-03      1.27e-01    1.51e-01    1.3e-07
 421400      7.89e-02    2.67e-01      7.26e-03    3.19e-04      4.89e-02    1.78e-01    1.3e-07
 421600      4.81e-01    4.30e-01      2.14e-03    6.99e-03      3.20e-01    2.82e-01    1.3e-07
 421800      2.17e-01    3.14e-01      4.03e-03    1.07e-04      1.43e-01    2.09e-01    1.3e-07
 422000      2.96e-01    2.51e-01      2.23e-02    5.68e-03      1.65e-01    1.62e-01    1.3e-07
 422200      3.16e-01    2.87e-01      1.91e-02    5.21e-03      1.89e-01    1.88e-01    1.3e-07
 422400      1.46e-01    2.69e-01      2.96e-02    4.87e-03      5.73e-02    1.75e-01    1.3e-07
 422600      2.84e-01    3.01e-01      3.07e-02    1.23e-03      1.15e-01    2.01e-01    1.3e-07
 422800      2.70e-01    4.03e-01      2.70e-03    8.14e-03      1.79e-01    2.61e-01    1.3e-07
 423000      1.10e-01    2.84e-01      1.85e-02    5.39e-03      5.47e-02    1.85e-01    1.3e-07
 423200      2.66e-01    3.12e-01      1.55e-02    7.89e-03      1.60e-01    2.04e-01    1.3e-07
 423400      3.34e-01    3.08e-01      2.28e-02    4.19e-03      1.93e-01    2.04e-01    1.3e-07
 423600      3.08e-01    2.31e-01      2.35e-02    7.99e-05      1.71e-01    1.54e-01    1.3e-07
 423800      1.12e-01    4.05e-01      2.20e-02    3.23e-03      4.69e-02    2.69e-01    1.3e-07
 424000      1.77e-01    3.20e-01      7.34e-03    5.06e-03      1.12e-01    2.10e-01    1.3e-07
 424200      1.89e-01    2.43e-01      1.13e-02    3.90e-03      9.22e-02    1.61e-01    1.3e-07
 424400      2.37e-01    2.61e-01      2.33e-02    5.34e-03      1.10e-01    1.70e-01    1.3e-07
 424600      4.01e-01    3.03e-01      2.85e-02    5.68e-04      2.29e-01    2.02e-01    1.3e-07
 424800      3.87e-01    2.34e-01      2.67e-02    9.23e-03      2.23e-01    1.49e-01    1.3e-07
 425000      2.26e-01    1.66e-01      7.47e-03    3.66e-03      1.49e-01    1.12e-01    1.2e-07
 425200      9.39e-02    1.98e-01      7.41e-03    1.02e-03      6.07e-02    1.35e-01    1.2e-07
 425400      2.48e-01    4.12e-01      1.34e-02    6.38e-03      1.55e-01    2.76e-01    1.2e-07
 425600      8.90e-02    4.18e-01      1.48e-02    3.86e-03      4.53e-02    2.83e-01    1.2e-07
 425800      2.25e-01    3.69e-01      1.20e-02    3.56e-03      1.41e-01    2.50e-01    1.2e-07
 426000      9.88e-02    2.45e-01      2.20e-03    2.10e-02      6.70e-02    1.29e-01    1.2e-07
 426200      3.75e-01    2.77e-01      3.08e-02    9.15e-03      2.05e-01    1.76e-01    1.2e-07
 426400      1.73e-01    2.68e-01      7.23e-03    3.88e-03      1.12e-01    1.82e-01    1.2e-07
 426600      3.66e-01    1.79e-01      2.72e-02    3.44e-03      2.10e-01    1.20e-01    1.2e-07
 426800      3.82e-01    2.24e-01      2.78e-02    4.74e-04      2.20e-01    1.52e-01    1.2e-07
 427000      3.31e-01    1.16e-01      3.21e-02    3.35e-03      1.58e-01    7.70e-02    1.2e-07
 427200      2.61e-01    1.98e-01      1.42e-02    4.91e-03      1.63e-01    1.33e-01    1.2e-07
 427400      5.72e-02    2.85e-01      1.42e-03    9.28e-03      3.88e-02    1.89e-01    1.2e-07
 427600      1.26e-01    3.62e-01      2.48e-02    5.64e-03      5.29e-02    2.45e-01    1.2e-07
 427800      2.31e-01    2.53e-01      1.01e-02    9.50e-03      1.49e-01    1.66e-01    1.2e-07
 428000      1.94e-01    3.57e-01      3.34e-03    1.26e-03      1.31e-01    2.43e-01    1.2e-07
 428200      3.87e-01    3.04e-01      3.29e-02    3.66e-03      2.07e-01    2.05e-01    1.2e-07
 428400      2.02e-01    3.39e-01      1.47e-02    1.26e-02      1.16e-01    2.22e-01    1.2e-07
 428600      6.24e-01    4.13e-01      5.84e-02    1.13e-02      3.11e-01    2.67e-01    1.2e-07
 428800      3.26e-01    2.14e-01      3.98e-02    5.12e-03      9.74e-02    1.43e-01    1.2e-07
 429000      1.31e-01    2.18e-01      2.75e-03    1.85e-02      8.86e-02    1.16e-01    1.2e-07
 429200      2.48e-01    3.78e-01      8.98e-03    2.59e-03      1.63e-01    2.57e-01    1.2e-07
 429400      3.33e-01    1.79e-01      2.25e-02    4.01e-03      1.97e-01    1.21e-01    1.2e-07
 429600      3.07e-01    1.83e-01      1.87e-02    3.16e-03      1.88e-01    1.23e-01    1.2e-07
 429800      2.51e-01    2.64e-01      1.22e-02    3.79e-03      1.60e-01    1.79e-01    1.2e-07
 430000      1.86e-01    2.64e-01      1.03e-03    7.63e-03      1.29e-01    1.80e-01    1.1e-07
 430200      1.87e-01    2.27e-01      1.30e-02    1.82e-03      1.12e-01    1.58e-01    1.1e-07
 430400      1.87e-01    2.20e-01      3.00e-03    4.82e-03      1.29e-01    1.51e-01    1.1e-07
 430600      2.21e-01    2.38e-01      5.32e-02    7.63e-03      4.15e-02    1.60e-01    1.1e-07
 430800      8.23e-02    3.25e-01      1.54e-02    2.07e-03      3.78e-02    2.26e-01    1.1e-07
 431000      2.27e-01    2.61e-01      9.37e-03    6.13e-03      1.51e-01    1.75e-01    1.1e-07
 431200      2.28e-01    3.36e-01      7.03e-03    1.04e-03      1.54e-01    2.34e-01    1.1e-07
 431400      4.59e-01    2.46e-01      3.79e-03    4.02e-03      3.18e-01    1.68e-01    1.1e-07
 431600      3.61e-01    4.44e-01      1.28e-02    4.04e-02      2.43e-01    2.31e-01    1.1e-07
 431800      2.82e-01    3.54e-01      1.13e-02    5.10e-03      1.87e-01    2.43e-01    1.1e-07
 432000      1.72e-01    1.91e-01      1.09e-02    4.50e-04      8.33e-02    1.33e-01    1.1e-07
 432200      1.83e-01    2.92e-01      1.17e-02    3.83e-03      1.12e-01    2.01e-01    1.1e-07
 432400      1.80e-01    2.27e-01      4.23e-02    1.15e-03      4.37e-02    1.58e-01    1.1e-07
 432600      4.43e-01    2.72e-01      8.01e-03    3.22e-03      3.02e-01    1.88e-01    1.1e-07
 432800      1.19e-01    3.13e-01      2.60e-02    1.39e-02      4.07e-02    1.90e-01    1.1e-07
 433000      2.36e-01    2.22e-01      5.69e-03    2.20e-03      1.61e-01    1.54e-01    1.1e-07
 433200      2.18e-01    2.94e-01      1.21e-02    5.46e-03      1.39e-01    2.00e-01    1.1e-07
 433400      6.14e-02    3.61e-01      5.73e-03    4.89e-03      3.96e-02    2.48e-01    1.1e-07
 433600      4.57e-01    2.00e-01      5.53e-03    2.13e-03      3.15e-01    1.39e-01    1.1e-07
 433800      4.37e-01    3.82e-01      3.21e-03    5.24e-03      3.03e-01    2.63e-01    1.1e-07
 434000      2.36e-01    2.59e-01      8.24e-03    3.61e-03      1.59e-01    1.79e-01    1.1e-07
 434200      1.93e-01    4.00e-01      1.55e-02    4.39e-03      1.09e-01    2.76e-01    1.1e-07
 434400      4.46e-01    2.83e-01      1.32e-02    2.25e-02      2.93e-01    1.61e-01    1.1e-07
 434600      4.24e-01    2.40e-01      7.40e-03    4.42e-03      2.89e-01    1.65e-01    1.1e-07
 434800      1.93e-01    2.33e-01      1.25e-02    2.08e-03      9.10e-02    1.61e-01    1.1e-07
 435000      1.71e-01    2.72e-01      8.39e-03    1.53e-03      1.13e-01    1.93e-01    9.9e-08
 435200      3.29e-01    2.39e-01      2.49e-02    1.37e-02      1.94e-01    1.54e-01    9.9e-08
 435400      1.82e-01    2.06e-01      1.58e-02    1.94e-03      9.94e-02    1.46e-01    9.9e-08
 435600      2.47e-01    2.82e-01      2.34e-02    6.57e-04      1.26e-01    2.00e-01    9.9e-08
 435800      2.36e-01    1.98e-01      1.20e-02    1.07e-03      1.56e-01    1.40e-01    9.9e-08
 436000      7.42e-02    2.22e-01      7.19e-03    7.75e-04      4.86e-02    1.57e-01    9.9e-08
 436200      1.41e-01    2.25e-01      2.96e-02    4.84e-04      5.48e-02    1.60e-01    9.9e-08
 436400      3.23e-01    3.29e-01      2.78e-02    2.42e-03      1.78e-01    2.33e-01    9.9e-08
 436600      2.98e-01    1.59e-01      1.95e-02    3.40e-03      1.86e-01    1.12e-01    9.9e-08
 436800      2.35e-01    3.16e-01      2.16e-02    1.61e-02      1.23e-01    1.84e-01    9.9e-08
 437000      2.58e-01    2.89e-01      1.59e-02    2.94e-03      1.63e-01    2.04e-01    9.9e-08
 437200      1.55e-01    4.39e-01      1.61e-03    2.38e-03      1.10e-01    3.11e-01    9.9e-08
 437400      7.19e-02    2.21e-01      9.50e-03    1.08e-03      4.33e-02    1.56e-01    9.9e-08
 437600      2.13e-01    2.73e-01      5.55e-04    1.51e-02      1.51e-01    1.77e-01    9.9e-08
 437800      2.83e-01    2.08e-01      2.66e-02    5.00e-04      1.45e-01    1.48e-01    9.9e-08
 438000      4.87e-02    2.05e-01      4.48e-03    2.70e-03      3.21e-02    1.44e-01    9.9e-08
 438200      1.68e-01    9.73e-02      5.06e-03    2.39e-03      1.16e-01    6.88e-02    9.9e-08
 438400      3.50e-01    4.74e-01      2.65e-02    4.38e-02      2.08e-01    2.45e-01    9.9e-08
 438600      1.75e-01    1.89e-01      1.07e-02    6.22e-03      8.97e-02    1.30e-01    9.9e-08
 438800      1.54e-01    2.80e-01      7.43e-03    2.45e-02      9.13e-02    1.53e-01    9.9e-08
 439000      3.64e-01    2.84e-01      3.62e-02    4.70e-03      1.77e-01    1.98e-01    9.9e-08
 439200      5.93e-02    4.61e-01      1.65e-04    1.75e-02      4.21e-02    2.94e-01    9.9e-08
 439400      7.89e-02    3.25e-01      2.06e-03    1.68e-02      5.57e-02    2.14e-01    9.9e-08
 439600      3.58e-01    1.83e-01      2.66e-02    1.11e-03      2.14e-01    1.30e-01    9.9e-08
 439800      1.67e-01    1.94e-01      1.25e-02    1.78e-03      9.91e-02    1.37e-01    9.9e-08
 440000      2.35e-01    2.59e-01      6.02e-03    7.56e-03      1.67e-01    1.77e-01    9.1e-08
 440200      3.02e-01    2.59e-01      2.22e-02    1.87e-03      1.85e-01    1.87e-01    9.1e-08
 440400      1.52e-01    3.22e-01      5.47e-04    3.81e-03      1.10e-01    2.31e-01    9.1e-08
 440600      2.43e-01    3.16e-01      1.89e-02    1.14e-02      1.44e-01    2.09e-01    9.1e-08
 440800      7.55e-02    2.26e-01      8.70e-03    2.43e-03      4.85e-02    1.63e-01    9.1e-08
 441000      1.12e-01    2.42e-01      1.45e-02    3.05e-03      6.94e-02    1.73e-01    9.1e-08
 441200      1.57e-01    2.82e-01      7.12e-03    5.59e-03      1.07e-01    1.99e-01    9.1e-08
 441400      2.32e-01    2.11e-01      1.10e-02    8.82e-03      1.57e-01    1.46e-01    9.1e-08
 441600      8.51e-02    3.22e-01      7.17e-04    6.15e-03      6.15e-02    2.28e-01    9.1e-08
 441800      6.50e-02    2.13e-01      1.92e-03    5.08e-03      4.67e-02    1.49e-01    9.1e-08
 442000      3.18e-01    2.12e-01      2.24e-02    2.08e-03      1.98e-01    1.53e-01    9.1e-08
 442200      2.31e-01    1.59e-01      1.87e-02    5.86e-04      1.34e-01    1.15e-01    9.1e-08
 442400      2.48e-01    1.83e-01      2.39e-04    1.38e-03      1.80e-01    1.32e-01    9.1e-08
 442600      1.57e-01    1.25e-01      3.21e-02    3.38e-03      6.53e-02    8.87e-02    9.1e-08
 442800      1.57e-01    2.06e-01      7.63e-03    2.07e-02      1.06e-01    1.01e-01    9.1e-08
 443000      2.27e-01    3.83e-01      1.03e-02    4.24e-02      1.55e-01    1.61e-01    9.1e-08
 443200      4.41e-01    2.82e-01      1.84e-03    1.24e-02      3.19e-01    1.78e-01    9.1e-08
 443400      2.02e-01    2.54e-01      9.22e-03    2.57e-02      1.38e-01    1.23e-01    9.1e-08
 443600      3.00e-01    3.48e-01      1.83e-02    3.46e-03      1.94e-01    2.50e-01    9.1e-08
 443800      1.93e-01    2.43e-01      6.17e-03    2.44e-03      1.36e-01    1.75e-01    9.1e-08
 444000      2.72e-01    2.07e-01      2.02e-02    5.22e-03      1.65e-01    1.47e-01    9.1e-08
 444200      2.25e-01    2.39e-01      1.51e-02    5.28e-04      1.41e-01    1.73e-01    9.1e-08
 444400      2.05e-01    3.47e-01      1.12e-02    9.09e-04      1.36e-01    2.51e-01    9.1e-08
 444600      7.16e-02    3.07e-01      1.01e-02    3.53e-03      4.28e-02    2.21e-01    9.1e-08
 444800      2.65e-01    2.48e-01      3.14e-03    1.64e-03      1.91e-01    1.79e-01    9.1e-08
 445000      2.74e-01    2.09e-01      8.15e-03    1.64e-02      1.97e-01    1.26e-01    8.4e-08
 445200      1.80e-01    1.90e-01      1.44e-02    1.51e-03      1.07e-01    1.40e-01    8.4e-08
 445400      2.89e-01    2.63e-01      2.59e-02    6.36e-03      1.62e-01    1.91e-01    8.4e-08
 445600      3.38e-01    2.45e-01      2.62e-02    2.87e-03      2.06e-01    1.79e-01    8.4e-08
 445800      2.55e-01    9.40e-01      1.96e-02    1.23e-01      1.55e-01    1.96e-01    8.4e-08
 446000      2.17e-01    2.46e-01      1.38e-02    1.02e-02      1.42e-01    1.73e-01    8.4e-08
 446200      1.77e-01    2.44e-01      3.59e-03    1.63e-03      1.29e-01    1.80e-01    8.4e-08
 446400      2.61e-01    2.46e-01      3.81e-03    4.66e-03      1.91e-01    1.80e-01    8.4e-08
 446600      2.72e-01    2.30e-01      1.67e-02    2.13e-04      1.79e-01    1.70e-01    8.4e-08
