#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  93800      1.71e+00    7.49e+00      1.94e-02    2.23e-01      1.10e-01    4.74e-01    2.4e-05
  94000      2.84e+00    2.17e+00      3.27e-02    1.12e-03      1.83e-01    1.40e-01    2.4e-05
  94200      1.86e+00    2.83e+00      1.20e-02    4.65e-02      1.20e-01    1.82e-01    2.4e-05
  94400      7.56e-01    2.64e+00      2.17e-02    6.77e-03      4.86e-02    1.70e-01    2.4e-05
  94600      2.39e+00    3.36e+00      7.87e-03    8.49e-03      1.54e-01    2.17e-01    2.4e-05
  94800      1.74e+00    2.66e+00      2.16e-02    1.81e-02      1.12e-01    1.72e-01    2.4e-05
  95000      1.01e+01    3.19e+00      5.45e-02    1.42e-02      6.75e-01    2.14e-01    2.2e-05
  95200      2.23e+00    3.67e+00      3.63e-02    8.84e-03      1.49e-01    2.46e-01    2.2e-05
  95400      7.47e-01    2.29e+00      1.51e-02    3.28e-02      5.01e-02    1.53e-01    2.2e-05
  95600      2.23e+00    2.31e+00      4.96e-02    2.68e-02      1.48e-01    1.55e-01    2.2e-05
  95800      5.82e-01    2.33e+00      1.96e-02    4.16e-02      3.88e-02    1.56e-01    2.2e-05
  96000      1.27e+00    3.06e+00      4.92e-02    2.40e-02      8.23e-02    2.05e-01    2.2e-05
  96200      9.22e-01    2.83e+00      1.36e-03    2.73e-02      6.20e-02    1.90e-01    2.2e-05
  96400      7.47e-01    1.52e+00      8.68e-04    3.03e-02      5.02e-02    1.01e-01    2.2e-05
  96600      2.88e+00    2.50e+00      1.62e-02    4.29e-03      1.93e-01    1.68e-01    2.2e-05
  96800      2.29e+00    2.55e+00      4.71e-02    3.52e-03      1.52e-01    1.71e-01    2.2e-05
  97000      2.01e+00    2.74e+00      1.01e-02    1.38e-02      1.35e-01    1.84e-01    2.2e-05
  97200      2.41e+00    2.63e+00      2.27e-02    2.13e-02      1.62e-01    1.77e-01    2.2e-05
  97400      2.78e+00    2.53e+00      3.88e-02    3.75e-02      1.86e-01    1.69e-01    2.2e-05
  97600      3.01e+00    1.04e+00      4.85e-04    1.21e-02      2.02e-01    6.99e-02    2.2e-05
  97800      2.60e+00    2.09e+00      1.51e-02    5.20e-02      1.74e-01    1.39e-01    2.2e-05
  98000      2.49e+00    1.81e+00      5.11e-02    3.81e-03      1.66e-01    1.22e-01    2.2e-05
  98200      3.37e+00    3.90e+00      1.36e-01    1.74e-02      2.18e-01    2.62e-01    2.2e-05
  98400      3.38e+00    2.00e+00      8.45e-02    6.78e-04      2.24e-01    1.35e-01    2.2e-05
  98600      9.85e-01    2.56e+00      3.63e-02    5.19e-02      6.56e-02    1.70e-01    2.2e-05
  98800      1.15e+00    2.05e+00      8.21e-02    5.23e-02      7.51e-02    1.36e-01    2.2e-05
  99000      2.41e+00    3.51e+00      3.66e-02    8.03e-04      1.61e-01    2.36e-01    2.2e-05
  99200      1.45e+00    2.65e+00      2.98e-04    1.19e-02      9.75e-02    1.78e-01    2.2e-05
  99400      1.20e+00    2.70e+00      2.66e-02    5.28e-02      8.06e-02    1.80e-01    2.2e-05
  99600      2.87e+00    1.77e+00      3.30e-02    5.61e-03      1.92e-01    1.19e-01    2.2e-05
  99800      9.88e-01    2.17e+00      2.86e-02    2.54e-02      6.61e-02    1.45e-01    2.2e-05
 100000      7.33e-01    1.94e+00      2.09e-02    4.33e-02      5.10e-02    1.34e-01    2.0e-05
 100200      1.11e+00    2.38e+00      1.41e-02    3.69e-02      7.76e-02    1.66e-01    2.0e-05
 100400      4.46e+00    2.43e+00      8.54e-02    1.06e-02      3.10e-01    1.70e-01    2.0e-05
 100600      4.78e+00    2.49e+00      2.01e-02    3.30e-03      3.34e-01    1.74e-01    2.0e-05
 100800      2.81e+00    2.03e+00      1.96e-02    5.68e-03      1.96e-01    1.42e-01    2.0e-05
 101000      3.44e+00    1.78e+00      2.34e-02    5.16e-03      2.40e-01    1.25e-01    2.0e-05
 101200      1.01e+00    1.92e+00      8.82e-03    2.32e-02      7.03e-02    1.34e-01    2.0e-05
 101400      1.71e+00    1.92e+00      2.32e-02    7.68e-03      1.19e-01    1.34e-01    2.0e-05
 101600      1.32e+00    1.67e+00      1.19e-02    1.42e-02      9.19e-02    1.17e-01    2.0e-05
 101800      2.55e+00    3.24e+00      1.53e-02    2.67e-02      1.78e-01    2.26e-01    2.0e-05
 102000      9.16e-01    1.93e+00      2.36e-02    7.49e-03      6.38e-02    1.35e-01    2.0e-05
 102200      4.64e+00    2.32e+00      4.76e-02    2.38e-02      3.23e-01    1.62e-01    2.0e-05
 102400      1.94e+00    2.23e+00      1.58e-02    1.20e-02      1.35e-01    1.56e-01    2.0e-05
 102600      6.31e-01    3.49e+00      1.25e-02    1.73e-03      4.40e-02    2.44e-01    2.0e-05
 102800      7.85e-01    2.72e+00      2.42e-02    8.10e-03      5.45e-02    1.90e-01    2.0e-05
 103000      6.25e-01    8.80e-01      6.54e-03    2.09e-02      4.36e-02    6.08e-02    2.0e-05
 103200      1.61e+00    1.57e+00      2.82e-02    1.24e-02      1.11e-01    1.09e-01    2.0e-05
 103400      1.82e+00    1.88e+00      2.18e-02    7.52e-03      1.27e-01    1.31e-01    2.0e-05
 103600      9.35e-01    3.07e+00      4.67e-02    2.83e-02      6.43e-02    2.14e-01    2.0e-05
 103800      4.15e+00    2.10e+00      2.23e-02    2.11e-03      2.90e-01    1.47e-01    2.0e-05
 104000      2.72e+00    2.86e+00      5.79e-02    1.00e-02      1.88e-01    2.00e-01    2.0e-05
 104200      5.84e-01    2.60e+00      4.79e-02    3.67e-02      3.90e-02    1.80e-01    2.0e-05
 104400      1.27e+00    2.39e+00      2.48e-02    1.32e-02      8.71e-02    1.67e-01    2.0e-05
 104600      2.29e+00    2.91e+00      7.89e-02    3.34e-03      1.56e-01    2.03e-01    2.0e-05
 104800      1.83e+00    1.86e+00      6.01e-02    4.56e-02      1.25e-01    1.28e-01    2.0e-05
 105000      3.68e+00    2.26e+00      5.80e-02    2.73e-02      2.64e-01    1.64e-01    1.9e-05
 105200      2.19e+00    1.91e+00      1.08e-02    7.28e-03      1.59e-01    1.39e-01    1.9e-05
 105400      1.25e+00    3.04e+00      1.17e-02    1.54e-03      9.04e-02    2.21e-01    1.9e-05
 105600      6.36e-01    1.82e+00      3.65e-02    2.67e-02      4.53e-02    1.32e-01    1.9e-05
 105800      1.54e+00    2.58e+00      1.98e-03    3.97e-02      1.12e-01    1.87e-01    1.9e-05
 106000      6.37e-01    2.37e+00      1.76e-02    1.12e-02      4.61e-02    1.72e-01    1.9e-05
 106200      7.81e-01    2.52e+00      1.23e-02    1.13e-02      5.67e-02    1.84e-01    1.9e-05
 106400      6.90e-01    2.24e+00      1.45e-03    1.96e-04      5.02e-02    1.63e-01    1.9e-05
 106600      9.01e-01    2.25e+00      2.34e-02    1.13e-02      6.53e-02    1.64e-01    1.9e-05
 106800      1.91e+00    1.54e+00      3.25e-02    1.09e-03      1.38e-01    1.12e-01    1.9e-05
 107000      1.72e+00    2.37e+00      2.18e-02    2.10e-02      1.25e-01    1.72e-01    1.9e-05
 107200      1.42e+00    2.93e+00      3.36e-02    9.59e-03      1.02e-01    2.13e-01    1.9e-05
 107400      2.48e+00    2.72e+00      2.02e-02    1.69e-02      1.80e-01    1.98e-01    1.9e-05
 107600      2.71e+00    1.51e+00      2.17e-02    3.66e-02      1.97e-01    1.06e-01    1.9e-05
 107800      2.49e+00    1.68e+00      2.33e-02    1.11e-02      1.81e-01    1.22e-01    1.9e-05
 108000      2.67e+00    1.90e+00      1.09e-02    1.16e-02      1.95e-01    1.38e-01    1.9e-05
 108200      7.80e-01    1.86e+00      2.09e-02    2.35e-03      5.64e-02    1.35e-01    1.9e-05
 108400      2.03e+00    2.67e+00      3.25e-02    4.20e-03      1.47e-01    1.94e-01    1.9e-05
 108600      7.40e-01    3.93e+00      1.83e-02    1.08e-02      5.36e-02    2.86e-01    1.9e-05
 108800      1.47e+00    5.65e-01      4.18e-02    4.38e-01      1.05e-01    9.51e-07    1.9e-05
 109000      1.94e+00    3.70e+00      3.13e-02    1.13e-02      1.40e-01    2.69e-01    1.9e-05
 109200      5.43e-01    2.96e+00      1.29e-02    2.64e-02      3.93e-02    2.15e-01    1.9e-05
 109400      2.69e+00    2.49e+00      4.10e-03    7.80e-03      1.96e-01    1.81e-01    1.9e-05
 109600      2.01e+00    2.42e+00      8.66e-03    2.16e-02      1.46e-01    1.76e-01    1.9e-05
 109800      2.26e+00    2.27e+00      5.18e-02    1.96e-02      1.62e-01    1.65e-01    1.9e-05
 110000      1.61e+00    1.49e+00      2.06e-02    5.90e-02      1.21e-01    1.09e-01    1.7e-05
 110200      1.56e+00    1.88e+00      1.43e-02    8.74e-03      1.18e-01    1.43e-01    1.7e-05
 110400      1.75e+00    2.63e+00      3.88e-02    2.13e-02      1.31e-01    1.99e-01    1.7e-05
 110600      4.47e+00    1.69e+00      4.58e-02    2.49e-02      3.36e-01    1.28e-01    1.7e-05
 110800      2.30e+00    2.22e+00      7.55e-03    1.84e-02      1.74e-01    1.67e-01    1.7e-05
 111000      2.91e+00    3.80e+00      9.91e-02    3.57e-02      2.14e-01    2.86e-01    1.7e-05
 111200      6.65e-01    1.21e+00      9.47e-03    1.23e-03      5.02e-02    9.19e-02    1.7e-05
 111400      2.09e+00    2.90e+00      4.12e-02    2.28e-02      1.57e-01    2.19e-01    1.7e-05
 111600      2.01e+00    2.02e+00      3.36e-02    1.38e-02      1.51e-01    1.53e-01    1.7e-05
 111800      6.18e-01    2.31e+00      7.93e-03    8.09e-03      4.67e-02    1.75e-01    1.7e-05
 112000      4.17e+00    2.52e+00      4.37e-04    2.78e-03      3.16e-01    1.91e-01    1.7e-05
 112200      1.76e+00    2.86e+00      9.18e-03    9.83e-03      1.33e-01    2.17e-01    1.7e-05
 112400      1.83e+00    1.99e+00      2.81e-02    9.60e-02      1.38e-01    1.42e-01    1.7e-05
 112600      3.74e+00    3.67e+00      1.53e-03    1.27e-01      2.83e-01    2.70e-01    1.7e-05
 112800      1.98e+00    1.81e+00      2.73e-02    9.36e-03      1.49e-01    1.37e-01    1.7e-05
 113000      2.58e+00    2.21e+00      1.38e-02    7.53e-03      1.95e-01    1.67e-01    1.7e-05
 113200      2.40e+00    3.25e+00      2.80e-02    2.64e-02      1.81e-01    2.45e-01    1.7e-05
 113400      5.88e-01    2.07e+00      2.64e-02    4.52e-02      4.39e-02    1.55e-01    1.7e-05
 113600      6.93e-01    2.47e+00      2.64e-02    1.29e-02      5.19e-02    1.87e-01    1.7e-05
 113800      6.06e-01    1.52e+00      1.54e-02    7.45e-03      4.57e-02    1.15e-01    1.7e-05
 114000      1.37e+00    1.76e+00      1.19e-02    1.07e-02      1.03e-01    1.33e-01    1.7e-05
 114200      1.31e+00    2.05e+00      7.55e-04    1.11e-02      9.95e-02    1.55e-01    1.7e-05
 114400      3.84e+00    1.93e+00      6.50e-02    9.15e-02      2.87e-01    1.39e-01    1.7e-05
 114600      5.91e-01    2.32e+00      1.84e-02    1.85e-02      4.44e-02    1.75e-01    1.7e-05
 114800      7.48e-01    2.01e+00      7.63e-03    3.24e-02      5.66e-02    1.51e-01    1.7e-05
 115000      6.60e-01    1.24e+00      1.59e-02    1.08e-02      5.17e-02    9.72e-02    1.6e-05
 115200      2.31e+00    2.53e+00      8.61e-03    8.22e-02      1.82e-01    1.94e-01    1.6e-05
 115400      1.74e+00    2.10e+00      6.23e-03    8.31e-05      1.37e-01    1.65e-01    1.6e-05
 115600      1.97e+00    2.47e+00      5.30e-02    5.23e-03      1.53e-01    1.94e-01    1.6e-05
 115800      4.72e+00    3.38e+00      3.06e-02    6.19e-03      3.71e-01    2.66e-01    1.6e-05
 116000      9.42e-01    2.96e+00      1.99e-02    1.79e-02      7.34e-02    2.33e-01    1.6e-05
 116200      2.10e+00    2.11e+00      4.30e-02    2.36e-03      1.64e-01    1.66e-01    1.6e-05
 116400      1.53e+00    2.84e+00      3.27e-03    6.09e-03      1.20e-01    2.23e-01    1.6e-05
 116600      2.04e+00    7.02e-01      4.51e-02    2.35e-02      1.59e-01    5.38e-02    1.6e-05
 116800      2.46e+00    9.93e-01      2.89e-02    4.37e-02      1.93e-01    7.46e-02    1.6e-05
 117000      1.73e+00    3.04e+00      4.03e-02    9.04e-05      1.35e-01    2.39e-01    1.6e-05
 117200      8.00e-01    2.67e+00      3.31e-02    2.75e-02      6.22e-02    2.10e-01    1.6e-05
 117400      2.47e+00    5.25e+00      3.80e-02    1.56e-01      1.93e-01    4.04e-01    1.6e-05
 117600      8.58e-01    1.59e+00      1.26e-02    1.01e-02      6.75e-02    1.25e-01    1.6e-05
 117800      1.90e+00    2.27e+00      4.47e-02    1.97e-02      1.47e-01    1.78e-01    1.6e-05
 118000      5.68e-01    2.43e+00      2.50e-02    6.01e-03      4.41e-02    1.91e-01    1.6e-05
 118200      1.71e+00    2.55e+00      6.94e-03    3.70e-03      1.35e-01    2.01e-01    1.6e-05
 118400      2.10e+00    3.63e+00      2.50e-02    5.18e-03      1.65e-01    2.86e-01    1.6e-05
 118600      2.42e+00    1.64e+00      1.14e-02    1.33e-02      1.91e-01    1.29e-01    1.6e-05
 118800      1.74e+00    2.66e+00      1.28e-02    1.88e-02      1.37e-01    2.09e-01    1.6e-05
 119000      7.14e-01    3.05e+00      9.11e-03    2.03e-02      5.62e-02    2.40e-01    1.6e-05
 119200      1.93e+00    2.51e+00      1.62e-02    1.86e-02      1.52e-01    1.97e-01    1.6e-05
 119400      2.16e+00    1.99e+00      5.09e-03    1.18e-02      1.70e-01    1.56e-01    1.6e-05
 119600      6.23e-01    1.88e+00      6.07e-04    3.57e-03      4.91e-02    1.48e-01    1.6e-05
 119800      8.87e-01    2.57e+00      4.18e-03    1.28e-02      6.98e-02    2.02e-01    1.6e-05
 120000      2.29e+00    2.03e+00      9.94e-03    1.74e-02      1.88e-01    1.66e-01    1.5e-05
 120200      1.33e+00    2.36e+00      4.00e-02    1.91e-02      1.06e-01    1.93e-01    1.5e-05
 120400      2.06e+00    2.03e+00      2.90e-02    8.59e-03      1.68e-01    1.66e-01    1.5e-05
 120600      4.08e+00    2.38e+00      3.17e-02    3.84e-02      3.33e-01    1.92e-01    1.5e-05
 120800      7.74e-01    2.42e+00      1.64e-02    1.47e-02      6.32e-02    1.98e-01    1.5e-05
 121000      1.84e+00    1.59e+00      1.56e-03    1.20e-02      1.50e-01    1.30e-01    1.5e-05
 121200      1.73e+00    1.81e+00      2.30e-02    2.41e-03      1.41e-01    1.49e-01    1.5e-05
 121400      6.89e-01    2.53e+00      4.09e-02    1.52e-02      5.50e-02    2.07e-01    1.5e-05
 121600      1.86e+00    1.96e+00      1.84e-02    2.36e-02      1.52e-01    1.59e-01    1.5e-05
 121800      6.62e-01    2.94e+00      2.18e-02    2.97e-03      5.38e-02    2.41e-01    1.5e-05
 122000      3.50e+00    2.43e+00      1.42e-02    3.31e-03      2.86e-01    1.99e-01    1.5e-05
 122200      1.68e+00    9.65e-01      2.97e-02    5.45e-02      1.37e-01    7.77e-02    1.5e-05
 122400      7.71e-01    2.63e+00      6.07e-02    1.17e-01      6.04e-02    1.91e-01    1.5e-05
 122600      2.18e+00    3.28e+00      4.35e-02    1.30e-02      1.77e-01    2.69e-01    1.5e-05
 122800      8.93e-01    2.05e+00      5.85e-03    3.21e-02      7.30e-02    1.67e-01    1.5e-05
 123000      4.08e+00    3.52e+00      3.11e-03    7.51e-03      3.34e-01    2.88e-01    1.5e-05
 123200      8.20e-01    1.45e+00      5.16e-04    1.53e-03      6.71e-02    1.19e-01    1.5e-05
 123400      1.91e+00    2.22e+00      3.58e-02    1.24e-02      1.56e-01    1.82e-01    1.5e-05
 123600      2.68e+00    3.22e+00      2.93e-02    4.67e-03      2.19e-01    2.64e-01    1.5e-05
 123800      2.22e+00    2.38e+00      1.49e-02    4.74e-03      1.82e-01    1.95e-01    1.5e-05
 124000      1.98e+00    1.67e+00      3.62e-02    1.25e-02      1.61e-01    1.36e-01    1.5e-05
 124200      1.51e+00    2.06e+00      5.71e-03    2.58e-03      1.24e-01    1.68e-01    1.5e-05
 124400      6.28e-01    2.01e+00      2.91e-02    1.02e-03      5.07e-02    1.65e-01    1.5e-05
 124600      4.51e+00    2.39e+00      9.17e-03    3.96e-03      3.69e-01    1.96e-01    1.5e-05
 124800      1.95e+00    1.69e+00      1.90e-02    1.22e-02      1.59e-01    1.38e-01    1.5e-05
 125000      2.04e+00    1.41e+00      3.62e-02    1.01e-02      1.72e-01    1.20e-01    1.4e-05
 125200      3.87e-01    2.25e+00      1.27e-02    5.63e-04      3.27e-02    1.92e-01    1.4e-05
 125400      1.79e+00    3.23e+00      1.97e-02    1.98e-02      1.52e-01    2.75e-01    1.4e-05
 125600      2.26e+00    1.26e+00      2.95e-02    1.80e-03      1.92e-01    1.07e-01    1.4e-05
 125800      2.26e+00    1.04e+00      9.79e-03    2.07e-02      1.92e-01    8.66e-02    1.4e-05
 126000      6.38e-01    2.00e+00      1.04e-02    5.09e-02      5.43e-02    1.68e-01    1.4e-05
 126200      5.41e-01    1.82e+00      5.95e-02    6.92e-03      4.20e-02    1.55e-01    1.4e-05
 126400      2.60e+00    2.45e+00      8.03e-03    1.87e-02      2.22e-01    2.08e-01    1.4e-05
 126600      5.17e-01    1.86e+00      1.28e-02    5.11e-03      4.39e-02    1.58e-01    1.4e-05
 126800      1.67e+00    1.24e+00      3.17e-02    5.97e-04      1.41e-01    1.05e-01    1.4e-05
 127000      1.64e+00    9.93e-01      1.68e-03    3.89e-02      1.40e-01    8.15e-02    1.4e-05
 127200      3.05e+00    2.26e+00      2.00e-02    5.90e-03      2.59e-01    1.92e-01    1.4e-05
 127400      1.58e+00    1.78e+00      1.66e-02    3.27e-02      1.34e-01    1.51e-01    1.4e-05
 127600      7.92e-01    1.52e+00      2.92e-02    4.04e-02      6.68e-02    1.29e-01    1.4e-05
 127800      1.88e+00    1.56e+00      5.08e-02    1.94e-02      1.57e-01    1.32e-01    1.4e-05
 128000      1.49e+00    1.93e+00      1.01e-02    7.03e-03      1.27e-01    1.64e-01    1.4e-05
 128200      7.29e-01    1.46e+00      1.98e-02    7.68e-03      6.18e-02    1.24e-01    1.4e-05
 128400      4.28e-01    2.25e+00      1.28e-02    1.62e-02      3.62e-02    1.92e-01    1.4e-05
 128600      2.41e+00    2.22e+00      6.36e-02    1.49e-02      2.02e-01    1.89e-01    1.4e-05
 128800      8.23e-01    1.18e+00      1.40e-02    1.45e-02      7.00e-02    1.00e-01    1.4e-05
 129000      1.42e+00    3.01e+00      1.74e-02    2.51e-03      1.21e-01    2.56e-01    1.4e-05
 129200      1.95e+00    1.90e+00      3.08e-02    1.31e-02      1.65e-01    1.61e-01    1.4e-05
 129400      7.89e-01    2.17e+00      3.92e-03    9.51e-03      6.72e-02    1.84e-01    1.4e-05
 129600      6.58e-01    1.54e+00      1.68e-02    1.79e-02      5.58e-02    1.31e-01    1.4e-05
 129800      1.45e+00    1.35e+00      4.34e-03    4.38e-02      1.23e-01    1.12e-01    1.4e-05
 130000      1.27e+00    2.20e+00      2.54e-02    3.11e-03      1.12e-01    1.95e-01    1.3e-05
 130200      1.89e+00    2.23e+00      2.29e-03    2.23e-02      1.68e-01    1.97e-01    1.3e-05
 130400      6.02e-01    2.42e+00      7.10e-04    1.35e-02      5.33e-02    2.14e-01    1.3e-05
 130600      1.79e+00    2.04e+00      3.58e-02    3.78e-03      1.57e-01    1.81e-01    1.3e-05
 130800      2.35e+00    1.56e+00      2.30e-04    3.94e-04      2.08e-01    1.38e-01    1.3e-05
 131000      5.30e-01    2.01e+00      4.10e-03    1.47e-02      4.70e-02    1.78e-01    1.3e-05
 131200      2.08e+00    2.32e+00      8.86e-05    9.55e-03      1.84e-01    2.06e-01    1.3e-05
 131400      7.56e-01    3.04e+00      1.77e-02    2.67e-03      6.67e-02    2.70e-01    1.3e-05
 131600      4.75e-01    2.67e+00      2.80e-03    2.50e-02      4.21e-02    2.36e-01    1.3e-05
 131800      1.83e+00    1.95e+00      2.04e-02    3.93e-03      1.62e-01    1.73e-01    1.3e-05
 132000      2.22e+00    3.14e+00      1.91e-02    3.80e-03      1.97e-01    2.78e-01    1.3e-05
 132200      5.66e-01    2.18e+00      2.16e-02    1.10e-01      4.97e-02    1.81e-01    1.3e-05
 132400      9.21e-01    2.08e+00      4.09e-03    1.82e-02      8.15e-02    1.84e-01    1.3e-05
 132600      2.18e+00    1.69e+00      3.57e-02    5.18e-02      1.92e-01    1.47e-01    1.3e-05
 132800      2.35e+00    1.82e+00      7.86e-03    7.50e-03      2.08e-01    1.62e-01    1.3e-05
 133000      5.81e-01    1.78e+00      3.15e-02    2.90e-02      5.04e-02    1.57e-01    1.3e-05
 133200      2.15e+00    1.53e+00      5.94e-03    2.51e-02      1.90e-01    1.35e-01    1.3e-05
 133400      5.13e-01    1.89e+00      9.34e-03    4.79e-03      4.53e-02    1.67e-01    1.3e-05
 133600      7.48e-01    1.85e+00      2.34e-02    2.98e-02      6.58e-02    1.62e-01    1.3e-05
 133800      4.98e-01    2.78e+00      3.88e-02    5.90e-03      4.22e-02    2.46e-01    1.3e-05
 134000      6.26e-01    1.88e+00      4.41e-02    2.81e-02      5.35e-02    1.66e-01    1.3e-05
 134200      1.76e+00    2.03e+00      2.85e-02    8.10e-03      1.55e-01    1.79e-01    1.3e-05
 134400      1.62e+00    2.03e+00      2.95e-03    2.79e-02      1.44e-01    1.79e-01    1.3e-05
 134600      2.06e+00    1.68e+00      3.02e-02    1.33e-02      1.82e-01    1.49e-01    1.3e-05
 134800      2.19e+00    1.74e+00      1.40e-02    3.35e-03      1.94e-01    1.54e-01    1.3e-05
 135000      4.86e-01    2.03e+00      7.82e-03    9.54e-03      4.47e-02    1.87e-01    1.2e-05
 135200      6.14e-01    2.40e+00      1.81e-02    2.20e-02      5.62e-02    2.20e-01    1.2e-05
 135400      7.94e-01    2.16e+00      9.86e-03    3.63e-03      7.31e-02    1.99e-01    1.2e-05
 135600      1.15e+00    2.92e+00      1.32e-02    2.81e-03      1.05e-01    2.69e-01    1.2e-05
 135800      2.41e+00    1.57e+00      4.48e-02    1.30e-02      2.20e-01    1.44e-01    1.2e-05
 136000      2.01e+00    2.46e+00      3.13e-02    3.90e-03      1.84e-01    2.27e-01    1.2e-05
 136200      8.48e-01    1.95e+00      2.03e-03    1.47e-04      7.82e-02    1.80e-01    1.2e-05
 136400      1.47e+00    1.72e+00      2.19e-02    2.38e-02      1.35e-01    1.58e-01    1.2e-05
 136600      1.90e+00    2.76e+00      1.11e-02    6.80e-03      1.75e-01    2.55e-01    1.2e-05
 136800      1.19e+00    2.23e+00      2.97e-02    5.58e-02      1.08e-01    2.02e-01    1.2e-05
 137000      5.05e-01    2.32e+00      3.59e-02    2.45e-04      4.49e-02    2.14e-01    1.2e-05
 137200      3.21e+00    2.28e+00      2.09e-02    3.53e-02      2.96e-01    2.09e-01    1.2e-05
 137400      6.32e-01    1.11e+00      1.83e-02    3.13e-03      5.79e-02    1.02e-01    1.2e-05
 137600      1.89e+00    2.04e+00      3.00e-02    8.39e-03      1.74e-01    1.88e-01    1.2e-05
 137800      7.07e-01    1.35e+00      6.68e-03    7.99e-03      6.52e-02    1.25e-01    1.2e-05
 138000      5.36e-01    3.59e+00      3.26e-02    3.09e-02      4.81e-02    3.29e-01    1.2e-05
 138200      1.76e+00    2.19e+00      3.23e-02    3.12e-02      1.61e-01    2.01e-01    1.2e-05
 138400      7.68e-01    2.30e+00      6.81e-02    3.09e-02      6.67e-02    2.11e-01    1.2e-05
 138600      1.80e+00    3.25e+00      8.59e-03    1.38e-02      1.66e-01    3.00e-01    1.2e-05
 138800      1.36e+00    1.61e+00      1.80e-02    7.33e-03      1.24e-01    1.49e-01    1.2e-05
 139000      6.08e-01    2.02e+00      4.92e-02    1.51e-02      5.33e-02    1.86e-01    1.2e-05
 139200      1.83e+00    1.19e+00      2.83e-02    1.82e-02      1.68e-01    1.10e-01    1.2e-05
 139400      1.78e+00    6.89e-01      1.90e-02    2.29e-02      1.64e-01    6.18e-02    1.2e-05
 139600      1.83e+00    1.42e+00      3.53e-02    4.69e-04      1.67e-01    1.31e-01    1.2e-05
 139800      1.79e+00    1.74e+00      7.28e-03    3.09e-03      1.65e-01    1.60e-01    1.2e-05
 140000      4.81e-01    1.77e+00      3.06e-02    4.31e-03      4.47e-02    1.70e-01    1.1e-05
 140200      6.05e-01    1.58e+00      2.64e-02    1.71e-02      5.73e-02    1.50e-01    1.1e-05
 140400      1.38e+00    1.89e+00      3.29e-02    9.92e-03      1.31e-01    1.81e-01    1.1e-05
 140600      6.88e-01    1.27e+00      1.42e-02    3.59e-03      6.58e-02    1.22e-01    1.1e-05
 140800      1.94e+00    2.71e+00      1.28e-02    6.35e-03      1.86e-01    2.60e-01    1.1e-05
 141000      2.28e+00    1.12e+00      3.51e-04    8.26e-03      2.19e-01    1.07e-01    1.1e-05
 141200      1.78e+00    1.55e+00      2.38e-02    9.47e-03      1.70e-01    1.48e-01    1.1e-05
 141400      4.05e-01    1.91e+00      6.55e-03    2.93e-02      3.87e-02    1.82e-01    1.1e-05
 141600      1.70e+00    1.90e+00      2.36e-02    8.58e-03      1.62e-01    1.82e-01    1.1e-05
 141800      1.44e+00    1.74e+00      2.20e-02    8.68e-03      1.37e-01    1.67e-01    1.1e-05
 142000      1.71e+00    1.75e+00      1.63e-02    1.98e-02      1.63e-01    1.66e-01    1.1e-05
 142200      2.14e+00    2.62e+00      8.43e-03    2.85e-02      2.06e-01    2.51e-01    1.1e-05
 142400      1.54e+00    1.13e+00      3.26e-02    5.88e-03      1.46e-01    1.08e-01    1.1e-05
 142600      1.53e+00    1.82e+00      6.42e-02    1.23e-02      1.40e-01    1.74e-01    1.1e-05
 142800      1.71e+00    1.79e+00      3.22e-02    7.41e-03      1.62e-01    1.72e-01    1.1e-05
 143000      1.46e+00    1.15e+00      4.79e-02    3.58e-02      1.36e-01    1.07e-01    1.1e-05
 143200      1.04e+00    2.21e+00      1.64e-02    3.88e-03      9.89e-02    2.12e-01    1.1e-05
 143400      7.48e-01    1.45e+00      9.83e-03    8.50e-03      7.17e-02    1.39e-01    1.1e-05
 143600      3.79e+00    1.30e+00      4.96e-04    5.02e-03      3.63e-01    1.24e-01    1.1e-05
 143800      1.51e+00    4.52e-01      4.61e-03    1.97e-03      1.45e-01    4.34e-02    1.1e-05
 144000      1.30e+00    2.51e+00      2.12e-02    1.94e-03      1.24e-01    2.40e-01    1.1e-05
 144200      3.41e-01    9.75e-01      1.84e-02    2.36e-03      3.21e-02    9.35e-02    1.1e-05
 144400      1.53e+00    1.53e+00      1.68e-02    8.48e-04      1.46e-01    1.47e-01    1.1e-05
 144600      1.58e+00    1.94e+00      2.85e-02    1.24e-02      1.51e-01    1.86e-01    1.1e-05
 144800      3.25e+00    9.09e-01      6.47e-02    7.62e-03      3.09e-01    8.70e-02    1.1e-05
 145000      5.44e-01    1.52e+00      1.35e-02    2.80e-03      5.40e-02    1.52e-01    1.0e-05
 145200      4.09e-01    1.94e+00      6.17e-03    1.49e-02      4.08e-02    1.94e-01    1.0e-05
 145400      2.10e+00    2.81e+00      5.27e-03    5.98e-03      2.09e-01    2.80e-01    1.0e-05
 145600      1.35e+00    1.93e+00      2.66e-02    1.71e-03      1.33e-01    1.92e-01    1.0e-05
 145800      1.37e+00    7.85e-01      4.98e-02    9.98e-03      1.32e-01    7.80e-02    1.0e-05
 146000      1.68e+00    2.56e+00      1.09e-02    6.41e-03      1.68e-01    2.55e-01    1.0e-05
